-181.368, 77.477, 1.297,  4.603
-181.347, 77.438, 1.271,  4.636
-181.329, 77.399, 1.241,  4.669
-181.312, 77.359, 1.206,  4.702
-181.299, 77.319, 1.163,  4.735
-181.289, 77.278, 1.124,  4.768
-181.280, 77.237, 1.110,  4.801
-181.272, 77.196, 1.106,  4.834
-181.265, 77.154, 1.108,  4.867
-181.259, 77.112, 1.117,  4.900
-181.254, 77.069, 1.126,  4.933
-181.250, 77.026, 1.136,  4.966
-181.246, 76.982, 1.150,  4.999
-181.243, 76.937, 1.163,  5.032
-181.240, 76.892, 1.175,  5.065
-181.239, 76.846, 1.191,  5.098
-181.238, 76.800, 1.208,  5.131
-181.238, 76.753, 1.222,  5.164
-181.238, 76.706, 1.238,  5.197
-181.239, 76.658, 1.261,  5.230
-181.241, 76.609, 1.276,  5.263
-181.243, 76.561, 1.293,  5.296
-181.246, 76.511, 1.310,  5.329
-181.250, 76.461, 1.321,  5.362
-181.255, 76.411, 1.335,  5.395
-181.260, 76.361, 1.350,  5.428
-181.265, 76.310, 1.365,  5.461
-181.271, 76.259, 1.382,  5.494
-181.278, 76.208, 1.401,  5.527
-181.285, 76.156, 1.420,  5.560
-181.291, 76.104, 1.447,  5.593
-181.298, 76.051, 1.470,  5.626
-181.305, 75.998, 1.494,  5.659
-181.312, 75.944, 1.518,  5.692
-181.318, 75.890, 1.548,  5.725
-181.324, 75.835, 1.573,  5.758
-181.329, 75.779, 1.601,  5.791
-181.334, 75.723, 1.624,  5.824
-181.338, 75.666, 1.647,  5.857
-181.341, 75.609, 1.669,  5.890
-181.344, 75.552, 1.685,  5.923
-181.346, 75.494, 1.699,  5.956
-181.348, 75.436, 1.710,  5.989
-181.349, 75.378, 1.720,  6.022
-181.350, 75.320, 1.728,  6.055
-181.351, 75.261, 1.734,  6.088
-181.352, 75.203, 1.740,  6.121
-181.352, 75.144, 1.744,  6.154
-181.353, 75.086, 1.747,  6.187
-181.353, 75.027, 1.751,  6.220
-181.353, 74.968, 1.754,  6.253
-181.354, 74.910, 1.753,  6.286
-181.354, 74.851, 1.753,  6.319
-181.354, 74.792, 1.753,  6.352
-181.354, 74.734, 1.753,  6.385
-181.354, 74.675, 1.754,  6.418
-181.355, 74.616, 1.755,  6.451
-181.355, 74.558, 1.756,  6.484
-181.355, 74.499, 1.758,  6.517
-181.355, 74.440, 1.761,  6.550
-181.355, 74.381, 1.763,  6.583
-181.355, 74.322, 1.766,  6.616
-181.355, 74.263, 1.769,  6.649
-181.356, 74.204, 1.773,  6.682
-181.356, 74.145, 1.776,  6.715
-181.356, 74.085, 1.780,  6.748
-181.356, 74.026, 1.785,  6.781
-181.356, 73.966, 1.789,  6.814
-181.356, 73.906, 1.794,  6.847
-181.356, 73.846, 1.798,  6.880
-181.357, 73.786, 1.803,  6.913
-181.357, 73.726, 1.808,  6.946
-181.357, 73.665, 1.814,  6.979
-181.357, 73.605, 1.819,  7.012
-181.357, 73.544, 1.824,  7.045
-181.357, 73.483, 1.830,  7.078
-181.357, 73.422, 1.836,  7.111
-181.357, 73.360, 1.841,  7.144
-181.358, 73.299, 1.847,  7.177
-181.358, 73.237, 1.853,  7.210
-181.358, 73.175, 1.859,  7.243
-181.358, 73.113, 1.865,  7.276
-181.358, 73.050, 1.872,  7.309
-181.358, 72.988, 1.878,  7.342
-181.358, 72.925, 1.884,  7.375
-181.359, 72.862, 1.890,  7.408
-181.359, 72.799, 1.897,  7.441
-181.359, 72.736, 1.903,  7.474
-181.359, 72.672, 1.910,  7.507
-181.359, 72.608, 1.916,  7.540
-181.359, 72.544, 1.923,  7.573
-181.359, 72.480, 1.929,  7.606
-181.360, 72.415, 1.936,  7.639
-181.360, 72.351, 1.943,  7.672
-181.360, 72.286, 1.949,  7.705
-181.360, 72.220, 1.956,  7.738
-181.360, 72.155, 1.963,  7.771
-181.360, 72.089, 1.969,  7.804
-181.361, 72.024, 1.976,  7.837
-181.361, 71.958, 1.983,  7.870
-181.361, 71.891, 1.990,  7.903
-181.361, 71.825, 1.996,  7.936
-181.361, 71.758, 2.003,  7.969
-181.361, 71.691, 2.010,  8.002
-181.361, 71.624, 2.017,  8.035
-181.362, 71.557, 2.024,  8.068
-181.362, 71.489, 2.031,  8.101
-181.362, 71.421, 2.038,  8.134
-181.362, 71.353, 2.045,  8.167
-181.362, 71.285, 2.052,  8.200
-181.362, 71.216, 2.059,  8.233
-181.363, 71.147, 2.066,  8.266
-181.363, 71.078, 2.073,  8.299
-181.363, 71.009, 2.080,  8.332
-181.363, 70.939, 2.087,  8.365
-181.363, 70.870, 2.094,  8.398
-181.363, 70.800, 2.101,  8.431
-181.363, 70.729, 2.108,  8.464
-181.364, 70.659, 2.115,  8.497
-181.364, 70.588, 2.122,  8.530
-181.364, 70.517, 2.129,  8.563
-181.364, 70.446, 2.137,  8.596
-181.364, 70.375, 2.144,  8.629
-181.364, 70.303, 2.151,  8.662
-181.365, 70.231, 2.158,  8.695
-181.365, 70.159, 2.165,  8.728
-181.365, 70.087, 2.173,  8.761
-181.365, 70.014, 2.180,  8.794
-181.365, 69.941, 2.187,  8.827
-181.365, 69.868, 2.194,  8.860
-181.366, 69.795, 2.202,  8.893
-181.366, 69.721, 2.209,  8.926
-181.366, 69.648, 2.216,  8.959
-181.366, 69.574, 2.224,  8.992
-181.366, 69.499, 2.231,  9.025
-181.366, 69.425, 2.238,  9.058
-181.367, 69.350, 2.246,  9.091
-181.367, 69.275, 2.253,  9.124
-181.367, 69.199, 2.261,  9.157
-181.367, 69.124, 2.268,  9.190
-181.367, 69.048, 2.276,  9.223
-181.367, 68.972, 2.283,  9.256
-181.368, 68.896, 2.290,  9.289
-181.368, 68.819, 2.298,  9.322
-181.368, 68.743, 2.305,  9.355
-181.368, 68.665, 2.313,  9.388
-181.368, 68.588, 2.320,  9.421
-181.368, 68.511, 2.328,  9.454
-181.369, 68.433, 2.335,  9.487
-181.369, 68.355, 2.343,  9.520
-181.369, 68.277, 2.350,  9.553
-181.369, 68.198, 2.358,  9.586
-181.369, 68.119, 2.365,  9.619
-181.369, 68.040, 2.373,  9.652
-181.369, 67.961, 2.381,  9.685
-181.370, 67.881, 2.388,  9.718
-181.370, 67.802, 2.396,  9.751
-181.370, 67.722, 2.404,  9.784
-181.370, 67.641, 2.411,  9.817
-181.370, 67.561, 2.419,  9.850
-181.370, 67.480, 2.427,  9.883
-181.371, 67.399, 2.434,  9.916
-181.371, 67.317, 2.442,  9.949
-181.371, 67.236, 2.450,  9.982
-181.371, 67.154, 2.458, 10.015
-181.371, 67.072, 2.466, 10.048
-181.371, 66.989, 2.473, 10.081
-181.372, 66.907, 2.481, 10.114
-181.372, 66.824, 2.489, 10.147
-181.372, 66.741, 2.497, 10.180
-181.372, 66.657, 2.505, 10.213
-181.372, 66.574, 2.513, 10.246
-181.372, 66.490, 2.521, 10.279
-181.373, 66.405, 2.529, 10.312
-181.373, 66.321, 2.537, 10.345
-181.373, 66.236, 2.545, 10.378
-181.373, 66.151, 2.553, 10.411
-181.373, 66.066, 2.561, 10.444
-181.373, 65.980, 2.569, 10.477
-181.374, 65.894, 2.577, 10.510
-181.374, 65.808, 2.585, 10.543
-181.374, 65.722, 2.594, 10.576
-181.374, 65.635, 2.602, 10.609
-181.374, 65.548, 2.610, 10.642
-181.374, 65.461, 2.618, 10.675
-181.375, 65.374, 2.626, 10.708
-181.375, 65.286, 2.635, 10.741
-181.375, 65.198, 2.643, 10.774
-181.375, 65.109, 2.651, 10.807
-181.375, 65.021, 2.659, 10.840
-181.375, 64.932, 2.668, 10.873
-181.375, 64.843, 2.676, 10.906
-181.376, 64.753, 2.685, 10.939
-181.376, 64.664, 2.693, 10.972
-181.376, 64.574, 2.702, 11.005
-181.376, 64.484, 2.710, 11.038
-181.376, 64.393, 2.719, 11.071
-181.376, 64.302, 2.727, 11.104
-181.377, 64.211, 2.736, 11.137
-181.377, 64.120, 2.744, 11.170
-181.377, 64.028, 2.753, 11.203
-181.377, 63.936, 2.762, 11.236
-181.377, 63.844, 2.771, 11.269
-181.377, 63.751, 2.779, 11.302
-181.378, 63.658, 2.788, 11.335
-181.378, 63.565, 2.797, 11.368
-181.378, 63.472, 2.806, 11.401
-181.378, 63.378, 2.815, 11.434
-181.378, 63.284, 2.824, 11.467
-181.378, 63.189, 2.833, 11.500
-181.378, 63.095, 2.842, 11.533
-181.379, 63.000, 2.851, 11.566
-181.379, 62.904, 2.860, 11.599
-181.379, 62.809, 2.869, 11.632
-181.379, 62.713, 2.878, 11.665
-181.379, 62.617, 2.888, 11.698
-181.379, 62.520, 2.897, 11.731
-181.380, 62.424, 2.906, 11.764
-181.380, 62.326, 2.915, 11.797
-181.380, 62.229, 2.925, 11.830
-181.380, 62.131, 2.934, 11.863
-181.380, 62.033, 2.943, 11.896
-181.380, 61.935, 2.953, 11.929
-181.380, 61.836, 2.962, 11.962
-181.381, 61.737, 2.972, 11.995
-181.381, 61.638, 2.981, 12.028
-181.381, 61.538, 2.991, 12.061
-181.381, 61.438, 3.000, 12.094
-181.381, 61.338, 3.010, 12.127
-181.381, 61.238, 3.020, 12.160
-181.382, 61.137, 3.029, 12.193
-181.382, 61.035, 3.039, 12.226
-181.382, 60.934, 3.049, 12.259
-181.382, 60.832, 3.059, 12.292
-181.382, 60.730, 3.069, 12.325
-181.382, 60.627, 3.078, 12.358
-181.382, 60.524, 3.088, 12.391
-181.383, 60.421, 3.098, 12.424
-181.383, 60.318, 3.108, 12.457
-181.383, 60.214, 3.118, 12.490
-181.383, 60.110, 3.128, 12.523
-181.383, 60.005, 3.138, 12.556
-181.383, 59.900, 3.148, 12.589
-181.383, 59.795, 3.159, 12.622
-181.384, 59.690, 3.169, 12.655
-181.384, 59.584, 3.179, 12.688
-181.384, 59.477, 3.189, 12.721
-181.384, 59.371, 3.200, 12.754
-181.384, 59.264, 3.210, 12.787
-181.384, 59.157, 3.220, 12.820
-181.384, 59.049, 3.231, 12.853
-181.385, 58.941, 3.241, 12.886
-181.385, 58.833, 3.252, 12.919
-181.385, 58.724, 3.262, 12.952
-181.385, 58.615, 3.273, 12.985
-181.385, 58.506, 3.283, 13.018
-181.385, 58.396, 3.294, 13.051
-181.385, 58.286, 3.304, 13.084
-181.385, 58.176, 3.315, 13.117
-181.386, 58.065, 3.326, 13.150
-181.386, 57.954, 3.337, 13.183
-181.386, 57.842, 3.348, 13.216
-181.386, 57.730, 3.358, 13.249
-181.386, 57.618, 3.369, 13.282
-181.386, 57.506, 3.380, 13.315
-181.386, 57.393, 3.391, 13.348
-181.386, 57.279, 3.402, 13.381
-181.387, 57.166, 3.413, 13.414
-181.387, 57.052, 3.424, 13.447
-181.387, 56.937, 3.435, 13.480
-181.387, 56.822, 3.446, 13.513
-181.387, 56.707, 3.458, 13.546
-181.387, 56.592, 3.469, 13.579
-181.387, 56.476, 3.480, 13.612
-181.387, 56.359, 3.491, 13.645
-181.388, 56.243, 3.503, 13.678
-181.388, 56.126, 3.514, 13.711
-181.388, 56.008, 3.526, 13.744
-181.388, 55.890, 3.537, 13.777
-181.388, 55.772, 3.549, 13.810
-181.388, 55.654, 3.560, 13.843
-181.388, 55.535, 3.572, 13.876
-181.388, 55.415, 3.583, 13.909
-181.388, 55.296, 3.595, 13.942
-181.389, 55.175, 3.607, 13.975
-181.389, 55.055, 3.618, 14.008
-181.389, 54.934, 3.630, 14.041
-181.389, 54.813, 3.642, 14.074
-181.389, 54.691, 3.654, 14.107
-181.389, 54.569, 3.666, 14.140
-181.389, 54.446, 3.678, 14.173
-181.389, 54.324, 3.690, 14.206
-181.390, 54.200, 3.702, 14.239
-181.390, 54.077, 3.714, 14.272
-181.390, 53.952, 3.726, 14.305
-181.390, 53.828, 3.738, 14.338
-181.390, 53.703, 3.750, 14.371
-181.390, 53.578, 3.763, 14.404
-181.390, 53.452, 3.775, 14.437
-181.390, 53.326, 3.787, 14.470
-181.390, 53.199, 3.800, 14.503
-181.390, 53.072, 3.812, 14.536
-181.390, 52.945, 3.825, 14.569
-181.391, 52.817, 3.837, 14.602
-181.391, 52.689, 3.850, 14.635
-181.391, 52.560, 3.862, 14.668
-181.391, 52.431, 3.875, 14.701
-181.391, 52.302, 3.888, 14.734
-181.391, 52.172, 3.900, 14.767
-181.391, 52.041, 3.913, 14.800
-181.391, 51.911, 3.926, 14.833
-181.391, 51.780, 3.938, 14.866
-181.391, 51.648, 3.951, 14.899
-181.391, 51.516, 3.963, 14.932
-181.392, 51.384, 3.976, 14.965
-181.392, 51.251, 3.989, 14.998
-181.392, 51.117, 4.001, 15.031
-181.392, 50.984, 4.014, 15.064
-181.392, 50.850, 4.026, 15.097
-181.392, 50.715, 4.039, 15.130
-181.392, 50.580, 4.051, 15.163
-181.392, 50.445, 4.064, 15.196
-181.392, 50.309, 4.077, 15.229
-181.392, 50.173, 4.089, 15.262
-181.392, 50.036, 4.102, 15.295
-181.392, 49.899, 4.114, 15.328
-181.393, 49.762, 4.127, 15.361
-181.393, 49.624, 4.140, 15.394
-181.393, 49.485, 4.152, 15.427
-181.393, 49.347, 4.165, 15.460
-181.393, 49.208, 4.178, 15.493
-181.393, 49.068, 4.191, 15.526
-181.393, 48.928, 4.203, 15.559
-181.393, 48.788, 4.216, 15.592
-181.393, 48.647, 4.229, 15.625
-181.393, 48.505, 4.242, 15.658
-181.393, 48.364, 4.255, 15.691
-181.393, 48.221, 4.268, 15.724
-181.393, 48.079, 4.281, 15.757
-181.393, 47.936, 4.294, 15.790
-181.393, 47.792, 4.307, 15.823
-181.393, 47.648, 4.320, 15.856
-181.393, 47.504, 4.334, 15.889
-181.393, 47.359, 4.347, 15.922
-181.394, 47.214, 4.360, 15.955
-181.394, 47.068, 4.374, 15.988
-181.394, 46.922, 4.387, 16.021
-181.394, 46.776, 4.400, 16.054
-181.394, 46.629, 4.414, 16.087
-181.394, 46.481, 4.427, 16.120
-181.394, 46.333, 4.441, 16.153
-181.394, 46.185, 4.455, 16.186
-181.394, 46.036, 4.468, 16.219
-181.394, 45.887, 4.482, 16.252
-181.394, 45.737, 4.496, 16.285
-181.394, 45.587, 4.510, 16.318
-181.394, 45.436, 4.524, 16.351
-181.394, 45.285, 4.537, 16.384
-181.394, 45.133, 4.551, 16.417
-181.394, 44.981, 4.565, 16.450
-181.394, 44.829, 4.580, 16.483
-181.394, 44.676, 4.594, 16.516
-181.394, 44.522, 4.608, 16.549
-181.394, 44.368, 4.622, 16.582
-181.394, 44.214, 4.636, 16.615
-181.394, 44.059, 4.651, 16.648
-181.394, 43.904, 4.665, 16.681
-181.394, 43.748, 4.679, 16.714
-181.394, 43.591, 4.694, 16.747
-181.394, 43.435, 4.708, 16.780
-181.394, 43.277, 4.723, 16.813
-181.394, 43.120, 4.738, 16.846
-181.394, 42.961, 4.752, 16.879
-181.394, 42.802, 4.767, 16.912
-181.394, 42.643, 4.782, 16.945
-181.394, 42.483, 4.797, 16.978
-181.394, 42.323, 4.812, 17.011
-181.394, 42.162, 4.827, 17.044
-181.394, 42.001, 4.842, 17.077
-181.394, 41.839, 4.857, 17.110
-181.394, 41.677, 4.872, 17.143
-181.394, 41.514, 4.887, 17.176
-181.394, 41.351, 4.902, 17.209
-181.394, 41.187, 4.917, 17.242
-181.394, 41.023, 4.933, 17.275
-181.394, 40.858, 4.948, 17.308
-181.394, 40.693, 4.964, 17.341
-181.394, 40.527, 4.979, 17.374
-181.394, 40.361, 4.995, 17.407
-181.394, 40.194, 5.010, 17.440
-181.394, 40.026, 5.026, 17.473
-181.394, 39.858, 5.042, 17.506
-181.394, 39.690, 5.058, 17.539
-181.394, 39.521, 5.074, 17.572
-181.394, 39.351, 5.090, 17.605
-181.393, 39.181, 5.104, 17.638
-181.393, 39.011, 5.110, 17.671
-181.393, 38.841, 5.095, 17.704
-181.393, 38.672, 5.077, 17.737
-181.393, 38.504, 5.063, 17.770
-181.393, 38.335, 5.053, 17.803
-181.393, 38.167, 5.046, 17.836
-181.393, 37.999, 5.042, 17.869
-181.393, 37.831, 5.042, 17.902
-181.393, 37.663, 5.045, 17.935
-181.393, 37.495, 5.050, 17.968
-181.393, 37.326, 5.059, 18.001
-181.393, 37.157, 5.070, 18.034
-181.393, 36.988, 5.083, 18.067
-181.393, 36.818, 5.099, 18.100
-181.392, 36.647, 5.117, 18.133
-181.392, 36.476, 5.137, 18.166
-181.392, 36.304, 5.158, 18.199
-181.392, 36.132, 5.181, 18.232
-181.392, 35.958, 5.205, 18.265
-181.392, 35.784, 5.230, 18.298
-181.392, 35.609, 5.256, 18.331
-181.392, 35.433, 5.283, 18.364
-181.392, 35.256, 5.310, 18.397
-181.392, 35.078, 5.337, 18.430
-181.391, 34.899, 5.365, 18.463
-181.391, 34.720, 5.393, 18.496
-181.391, 34.539, 5.421, 18.529
-181.391, 34.358, 5.449, 18.562
-181.391, 34.176, 5.477, 18.595
-181.391, 33.992, 5.504, 18.628
-181.391, 33.808, 5.531, 18.661
-181.391, 33.623, 5.558, 18.694
-181.391, 33.437, 5.584, 18.727
-181.390, 33.250, 5.610, 18.760
-181.390, 33.063, 5.636, 18.793
-181.390, 32.874, 5.661, 18.826
-181.390, 32.685, 5.686, 18.859
-181.390, 32.495, 5.710, 18.892
-181.390, 32.304, 5.734, 18.925
-181.390, 32.112, 5.757, 18.958
-181.389, 31.920, 5.780, 18.991
-181.389, 31.727, 5.802, 19.024
-181.389, 31.533, 5.825, 19.057
-181.389, 31.338, 5.846, 19.090
-181.389, 31.143, 5.868, 19.123
-181.389, 30.947, 5.889, 19.156
-181.388, 30.750, 5.910, 19.189
-181.388, 30.553, 5.931, 19.222
-181.388, 30.354, 5.952, 19.255
-181.388, 30.156, 5.972, 19.288
-181.388, 29.956, 5.993, 19.321
-181.387, 29.756, 6.013, 19.354
-181.387, 29.555, 6.033, 19.387
-181.387, 29.353, 6.053, 19.420
-181.387, 29.151, 6.073, 19.453
-181.387, 28.948, 6.093, 19.486
-181.387, 28.745, 6.114, 19.519
-181.386, 28.541, 6.134, 19.552
-181.386, 28.336, 6.154, 19.585
-181.386, 28.130, 6.174, 19.618
-181.386, 27.924, 6.194, 19.651
-181.385, 27.717, 6.214, 19.684
-181.385, 27.509, 6.234, 19.717
-181.385, 27.301, 6.255, 19.750
-181.385, 27.092, 6.275, 19.783
-181.385, 26.883, 6.296, 19.816
-181.384, 26.672, 6.316, 19.849
-181.384, 26.461, 6.337, 19.882
-181.384, 26.250, 6.358, 19.915
-181.384, 26.037, 6.379, 19.948
-181.383, 25.824, 6.400, 19.981
-181.383, 25.610, 6.421, 20.014
-181.383, 25.396, 6.443, 20.047
-181.382, 25.181, 6.464, 20.080
-181.382, 24.965, 6.486, 20.113
-181.382, 24.748, 6.507, 20.146
-181.382, 24.530, 6.529, 20.179
-181.381, 24.312, 6.551, 20.212
-181.381, 24.093, 6.573, 20.245
-181.381, 23.874, 6.595, 20.278
-181.380, 23.654, 6.617, 20.311
-181.380, 23.432, 6.640, 20.344
-181.380, 23.211, 6.662, 20.377
-181.380, 22.988, 6.685, 20.410
-181.379, 22.765, 6.707, 20.443
-181.379, 22.541, 6.730, 20.476
-181.379, 22.316, 6.753, 20.509
-181.378, 22.090, 6.776, 20.542
-181.378, 21.864, 6.798, 20.575
-181.378, 21.637, 6.821, 20.608
-181.377, 21.409, 6.843, 20.641
-181.377, 21.180, 6.866, 20.674
-181.377, 20.951, 6.888, 20.707
-181.376, 20.721, 6.910, 20.740
-181.376, 20.490, 6.933, 20.773
-181.376, 20.258, 6.955, 20.806
-181.375, 20.026, 6.977, 20.839
-181.375, 19.793, 7.000, 20.872
-181.374, 19.559, 7.022, 20.905
-181.374, 19.324, 7.045, 20.938
-181.374, 19.089, 7.067, 20.971
-181.373, 18.853, 7.090, 21.004
-181.373, 18.616, 7.113, 21.037
-181.372, 18.378, 7.135, 21.070
-181.372, 18.140, 7.158, 21.103
-181.372, 17.901, 7.181, 21.136
-181.371, 17.661, 7.204, 21.169
-181.371, 17.420, 7.227, 21.202
-181.370, 17.179, 7.251, 21.235
-181.370, 16.937, 7.274, 21.268
-181.370, 16.694, 7.298, 21.301
-181.369, 16.450, 7.321, 21.334
-181.369, 16.205, 7.345, 21.367
-181.368, 15.960, 7.369, 21.400
-181.368, 15.714, 7.392, 21.433
-181.367, 15.467, 7.416, 21.466
-181.367, 15.219, 7.441, 21.499
-181.366, 14.970, 7.465, 21.532
-181.366, 14.721, 7.489, 21.565
-181.365, 14.470, 7.513, 21.598
-181.365, 14.219, 7.537, 21.631
-181.364, 13.968, 7.562, 21.664
-181.364, 13.715, 7.586, 21.697
-181.363, 13.461, 7.610, 21.730
-181.363, 13.207, 7.635, 21.763
-181.362, 12.952, 7.659, 21.796
-181.362, 12.696, 7.684, 21.829
-181.361, 12.439, 7.708, 21.862
-181.361, 12.182, 7.733, 21.895
-181.360, 11.923, 7.757, 21.928
-181.360, 11.664, 7.782, 21.961
-181.359, 11.404, 7.807, 21.994
-181.359, 11.143, 7.832, 22.027
-181.358, 10.882, 7.857, 22.060
-181.358, 10.619, 7.882, 22.093
-181.357, 10.356, 7.907, 22.126
-181.356, 10.092, 7.932, 22.159
-181.356, 9.827, 7.957, 22.192
-181.355, 9.561, 7.983, 22.225
-181.355, 9.294, 8.008, 22.258
-181.354, 9.026, 8.034, 22.291
-181.354, 8.758, 8.060, 22.324
-181.353, 8.489, 8.086, 22.357
-181.352, 8.218, 8.112, 22.390
-181.352, 7.947, 8.138, 22.423
-181.351, 7.675, 8.164, 22.456
-181.350, 7.403, 8.191, 22.489
-181.350, 7.129, 8.217, 22.522
-181.349, 6.854, 8.244, 22.555
-181.348, 6.579, 8.271, 22.588
-181.348, 6.303, 8.297, 22.621
-181.347, 6.025, 8.325, 22.654
-181.346, 5.747, 8.352, 22.687
-181.346, 5.468, 8.379, 22.720
-181.345, 5.188, 8.406, 22.753
-181.344, 4.907, 8.434, 22.786
-181.344, 4.625, 8.461, 22.819
-181.343, 4.343, 8.489, 22.852
-181.342, 4.059, 8.517, 22.885
-181.342, 3.774, 8.545, 22.918
-181.341, 3.489, 8.573, 22.951
-181.340, 3.202, 8.601, 22.984
-181.339, 2.915, 8.629, 23.017
